model_key,comparison,accuracy_aac_reference,accuracy_aac_plus_physchem,delta_accuracy,f1_aac_reference,f1_aac_plus_physchem,delta_f1,mcc_aac_reference,mcc_aac_plus_physchem,delta_mcc,auroc_aac_reference,auroc_aac_plus_physchem,delta_auroc,auprc_aac_reference,auprc_aac_plus_physchem,delta_auprc,specificity_aac_reference,specificity_aac_plus_physchem,delta_specificity,sensitivity_aac_reference,sensitivity_aac_plus_physchem,delta_sensitivity
logistic_regression_l2,AAC_plus_physchem_minus_AAC_reference,0.5934343434343434,0.5987373737373738,0.005303030303030365,0.710584172063546,0.722021444908769,0.011437272845223001,0.06045790040707909,0.019577034085401016,-0.040880866321678075,0.5590043168168168,0.5542886636636637,-0.004715653153153143,0.8761397736581142,0.8654343195964129,-0.010705454061701314,0.4375,0.375,-0.0625,0.628003003003003,0.648460960960961,0.020457957957957906
linear_svm,AAC_plus_physchem_minus_AAC_reference,0.5820707070707071,0.6101010101010101,0.028030303030303072,0.7051075268817204,0.7316655321647965,0.026558005283076058,0.007208604310511978,0.03043798497815558,0.0232293806676436,0.5459834834834836,0.542065503003003,-0.003917980480480532,0.8718604777195338,0.8589433198962169,-0.012917157823316927,0.375,0.375,0.0,0.628003003003003,0.6623498498498499,0.03434684684684686
