run_id,replicate,analysis_branch,fold,feature_set,feature_count,model_key,score_type,scaler,class_weight,threshold_or_decision_rule,accuracy,f1,mcc,auroc,auprc,precision,sensitivity,specificity,precision,tp,tn,fp,fn,support,pos_n,neg_n
PILOT-R05-R10-sensplus-AAC_reference-linear_svm-F1,R10,sensplus,1,AAC_reference,20,linear_svm,decision_function,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6666666666666666,0.7692307692307693,0.23710497947597114,0.7466216216216216,0.9423855664327216,0.8928571428571429,0.6756756756756757,0.625,0.8928571428571429,25,5,3,12,45,37,8
PILOT-R05-R10-sensplus-AAC_reference-linear_svm-F2,R10,sensplus,2,AAC_reference,20,linear_svm,decision_function,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.8181818181818182,0.8857142857142857,0.44739624349429946,0.7708333333333333,0.9332676055607191,0.9117647058823529,0.8611111111111112,0.625,0.9117647058823529,31,5,3,5,44,36,8
PILOT-R05-R10-sensplus-AAC_reference-linear_svm-F3,R10,sensplus,3,AAC_reference,20,linear_svm,decision_function,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5454545454545454,0.6666666666666666,0.04303314829119352,0.5381944444444444,0.8402939645270808,0.8333333333333334,0.5555555555555556,0.5,0.8333333333333334,20,4,4,16,44,36,8
PILOT-R05-R10-sensplus-AAC_reference-linear_svm-F4,R10,sensplus,4,AAC_reference,20,linear_svm,decision_function,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.8181818181818182,0.8857142857142857,0.44739624349429946,0.857638888888889,0.9707642580704418,0.9117647058823529,0.8611111111111112,0.625,0.9117647058823529,31,5,3,5,44,36,8
PILOT-R05-R01-core_only-physchem_small-logistic_regression_l2-F1,R01,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6222222222222222,0.7384615384615385,0.11722043929149135,0.6114864864864865,0.8526345571449123,0.8571428571428571,0.6486486486486487,0.5,0.8571428571428571,24,4,4,13,45,37,8
PILOT-R05-R01-core_only-physchem_small-logistic_regression_l2-F2,R01,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6976744186046512,0.8059701492537313,0.14697408781305385,0.6984126984126984,0.9308676437208434,0.8709677419354839,0.75,0.42857142857142855,0.8709677419354839,27,3,4,9,43,36,7
PILOT-R05-R01-core_only-physchem_small-logistic_regression_l2-F3,R01,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6744186046511628,0.78125,0.20594435253642612,0.7063492063492064,0.9364756261787001,0.8928571428571429,0.6944444444444444,0.5714285714285714,0.8928571428571429,25,4,3,11,43,36,7
PILOT-R05-R01-core_only-physchem_small-logistic_regression_l2-F4,R01,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7209302325581395,0.8181818181818182,0.25837616329344654,0.7063492063492063,0.92635182544099,0.9,0.75,0.5714285714285714,0.9,27,4,3,9,43,36,7
PILOT-R05-R02-core_only-physchem_small-logistic_regression_l2-F1,R02,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6363636363636364,0.7714285714285715,-0.10762440050012628,0.4980694980694981,0.8569121570872196,0.8181818181818182,0.7297297297297297,0.14285714285714285,0.8181818181818182,27,1,6,10,44,37,7
PILOT-R05-R02-core_only-physchem_small-logistic_regression_l2-F2,R02,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5681818181818182,0.6779661016949152,0.1394227146190205,0.6666666666666666,0.9108168120123604,0.8695652173913043,0.5555555555555556,0.625,0.8695652173913043,20,5,3,16,44,36,8
PILOT-R05-R02-core_only-physchem_small-logistic_regression_l2-F3,R02,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5581395348837209,0.6666666666666666,0.1787757368985547,0.5952380952380953,0.8858842270911857,0.9047619047619048,0.5277777777777778,0.7142857142857143,0.9047619047619048,19,5,2,17,43,36,7
PILOT-R05-R02-core_only-physchem_small-logistic_regression_l2-F4,R02,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6511627906976745,0.7540983606557377,0.2642916725578419,0.7023809523809523,0.935568006947016,0.92,0.6388888888888888,0.7142857142857143,0.92,23,5,2,13,43,36,7
PILOT-R05-R03-core_only-physchem_small-logistic_regression_l2-F1,R03,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7272727272727273,0.8285714285714286,0.17937400083354382,0.7722007722007722,0.9483637308500743,0.8787878787878788,0.7837837837837838,0.42857142857142855,0.8787878787878788,29,3,4,8,44,37,7
PILOT-R05-R03-core_only-physchem_small-logistic_regression_l2-F2,R03,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.78125,0.25612535683274,0.65625,0.8930017514434959,0.8928571428571429,0.6944444444444444,0.625,0.8928571428571429,25,5,3,11,44,36,8
PILOT-R05-R03-core_only-physchem_small-logistic_regression_l2-F3,R03,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7209302325581395,0.8125,0.3381175937165205,0.7817460317460316,0.9369079919093647,0.9285714285714286,0.7222222222222222,0.7142857142857143,0.9285714285714286,26,5,2,10,43,36,7
PILOT-R05-R03-core_only-physchem_small-logistic_regression_l2-F4,R03,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6511627906976745,0.7540983606557377,0.2642916725578419,0.7142857142857142,0.9342449571637857,0.92,0.6388888888888888,0.7142857142857143,0.92,23,5,2,13,43,36,7
PILOT-R05-R04-core_only-physchem_small-logistic_regression_l2-F1,R04,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5681818181818182,0.6666666666666666,0.2722705899124511,0.7683397683397684,0.93199086308755,0.95,0.5135135135135135,0.8571428571428571,0.95,19,6,1,18,44,37,7
PILOT-R05-R04-core_only-physchem_small-logistic_regression_l2-F2,R04,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7272727272727273,0.8235294117647058,0.24056261216234406,0.7395833333333334,0.922609920982053,0.875,0.7777777777777778,0.5,0.875,28,4,4,8,44,36,8
PILOT-R05-R04-core_only-physchem_small-logistic_regression_l2-F3,R04,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6511627906976745,0.7619047619047619,0.181848241863327,0.7063492063492064,0.9337950664292876,0.8888888888888888,0.6666666666666666,0.5714285714285714,0.8888888888888888,24,4,3,12,43,36,7
PILOT-R05-R04-core_only-physchem_small-logistic_regression_l2-F4,R04,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6744186046511628,0.78125,0.20594435253642612,0.7023809523809523,0.9387084945241323,0.8928571428571429,0.6944444444444444,0.5714285714285714,0.8928571428571429,25,4,3,11,43,36,7
PILOT-R05-R05-core_only-physchem_small-logistic_regression_l2-F1,R05,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.8115942028985508,0.1522038868295523,0.6795366795366795,0.9216562116988392,0.875,0.7567567567567568,0.42857142857142855,0.875,28,3,4,9,44,37,7
PILOT-R05-R05-core_only-physchem_small-logistic_regression_l2-F2,R05,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5909090909090909,0.7096774193548387,0.0871627267280818,0.6076388888888888,0.870844791281422,0.8461538461538461,0.6111111111111112,0.5,0.8461538461538461,22,4,4,14,44,36,8
PILOT-R05-R05-core_only-physchem_small-logistic_regression_l2-F3,R05,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6511627906976745,0.7540983606557377,0.2642916725578419,0.6944444444444444,0.9222792067793774,0.92,0.6388888888888888,0.7142857142857143,0.92,23,5,2,13,43,36,7
PILOT-R05-R05-core_only-physchem_small-logistic_regression_l2-F4,R05,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6976744186046512,0.8,0.23134942932427308,0.746031746031746,0.9387143883653088,0.896551724137931,0.7222222222222222,0.5714285714285714,0.896551724137931,26,4,3,10,43,36,7
PILOT-R05-R06-core_only-physchem_small-logistic_regression_l2-F1,R06,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6136363636363636,0.746268656716418,-0.030319739998429202,0.6447876447876448,0.9167847592370435,0.8333333333333334,0.6756756756756757,0.2857142857142857,0.8333333333333334,25,2,5,12,44,37,7
PILOT-R05-R06-core_only-physchem_small-logistic_regression_l2-F2,R06,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.7878787878787878,0.18401748249129446,0.6041666666666667,0.8781869217104807,0.8666666666666667,0.7222222222222222,0.5,0.8666666666666667,26,4,4,10,44,36,8
PILOT-R05-R06-core_only-physchem_small-logistic_regression_l2-F3,R06,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6046511627906976,0.7213114754098361,0.1366001903107947,0.7103174603174602,0.923062857605463,0.88,0.6111111111111112,0.5714285714285714,0.88,22,4,3,14,43,36,7
PILOT-R05-R06-core_only-physchem_small-logistic_regression_l2-F4,R06,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6511627906976745,0.7457627118644068,0.346579460284702,0.8373015873015873,0.9654656636423632,0.9565217391304348,0.6111111111111112,0.8571428571428571,0.9565217391304348,22,6,1,14,43,36,7
PILOT-R05-R07-core_only-physchem_small-logistic_regression_l2-F1,R07,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7272727272727273,0.8181818181818182,0.34261259936765637,0.7644787644787645,0.9254142640973291,0.9310344827586207,0.7297297297297297,0.7142857142857143,0.9310344827586207,27,5,2,10,44,37,7
PILOT-R05-R07-core_only-physchem_small-logistic_regression_l2-F2,R07,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7727272727272727,0.8571428571428571,0.3067859955389482,0.7465277777777778,0.9269845622138597,0.8823529411764706,0.8333333333333334,0.5,0.8823529411764706,30,4,4,6,44,36,8
PILOT-R05-R07-core_only-physchem_small-logistic_regression_l2-F3,R07,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.627906976744186,0.75,0.07377111135633174,0.6309523809523809,0.9143174569416989,0.8571428571428571,0.6666666666666666,0.42857142857142855,0.8571428571428571,24,3,4,12,43,36,7
PILOT-R05-R07-core_only-physchem_small-logistic_regression_l2-F4,R07,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5581395348837209,0.6779661016949152,0.09398765024669885,0.6468253968253969,0.9044353768772032,0.8695652173913043,0.5555555555555556,0.5714285714285714,0.8695652173913043,20,4,3,16,43,36,7
PILOT-R05-R08-core_only-physchem_small-logistic_regression_l2-F1,R08,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.8,0.03587480016670876,0.5984555984555985,0.8985966829914112,0.8484848484848485,0.7567567567567568,0.2857142857142857,0.8484848484848485,28,2,5,9,44,37,7
PILOT-R05-R08-core_only-physchem_small-logistic_regression_l2-F2,R08,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6363636363636364,0.7575757575757576,0.05750546327852952,0.6215277777777778,0.9055833946732795,0.8333333333333334,0.6944444444444444,0.375,0.8333333333333334,25,3,5,11,44,36,8
PILOT-R05-R08-core_only-physchem_small-logistic_regression_l2-F3,R08,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7209302325581395,0.8125,0.3381175937165205,0.7222222222222223,0.9426207749500656,0.9285714285714286,0.7222222222222222,0.7142857142857143,0.9285714285714286,26,5,2,10,43,36,7
PILOT-R05-R08-core_only-physchem_small-logistic_regression_l2-F4,R08,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6511627906976745,0.7368421052631579,0.4308202184276646,0.873015873015873,0.9747036546613296,1.0,0.5833333333333334,1.0,1.0,21,7,0,15,43,36,7
PILOT-R05-R09-core_only-physchem_small-logistic_regression_l2-F1,R09,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7272727272727273,0.8235294117647058,0.26309737838023606,0.6332046332046333,0.897879365374977,0.9032258064516129,0.7567567567567568,0.5714285714285714,0.9032258064516129,28,4,3,9,44,37,7
PILOT-R05-R09-core_only-physchem_small-logistic_regression_l2-F2,R09,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.7878787878787878,0.18401748249129446,0.6527777777777778,0.8998295815787465,0.8666666666666667,0.7222222222222222,0.5,0.8666666666666667,26,4,4,10,44,36,8
PILOT-R05-R09-core_only-physchem_small-logistic_regression_l2-F3,R09,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.627906976744186,0.7419354838709677,0.15880510691967015,0.6388888888888888,0.8898849004921268,0.8846153846153846,0.6388888888888888,0.5714285714285714,0.8846153846153846,23,4,3,13,43,36,7
PILOT-R05-R09-core_only-physchem_small-logistic_regression_l2-F4,R09,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6511627906976745,0.7540983606557377,0.2642916725578419,0.7936507936507936,0.9533561732051242,0.92,0.6388888888888888,0.7142857142857143,0.92,23,5,2,13,43,36,7
PILOT-R05-R10-core_only-physchem_small-logistic_regression_l2-F1,R10,core_only,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6590909090909091,0.7761194029850746,0.10308711599465929,0.5907335907335908,0.9009847914987115,0.8666666666666667,0.7027027027027027,0.42857142857142855,0.8666666666666667,26,3,4,11,44,37,7
PILOT-R05-R10-core_only-physchem_small-logistic_regression_l2-F2,R10,core_only,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.8059701492537313,0.21134098610290408,0.6493055555555556,0.8966977536293851,0.8709677419354839,0.75,0.5,0.8709677419354839,27,4,4,9,44,36,8
PILOT-R05-R10-core_only-physchem_small-logistic_regression_l2-F3,R10,core_only,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5581395348837209,0.6779661016949152,0.09398765024669885,0.5198412698412699,0.8309416234876008,0.8695652173913043,0.5555555555555556,0.5714285714285714,0.8695652173913043,20,4,3,16,43,36,7
PILOT-R05-R10-core_only-physchem_small-logistic_regression_l2-F4,R10,core_only,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6744186046511628,0.78125,0.20594435253642612,0.6944444444444444,0.9335406009689228,0.8928571428571429,0.6944444444444444,0.5714285714285714,0.8928571428571429,25,4,3,11,43,36,7
PILOT-R05-R01-sensplus-physchem_small-logistic_regression_l2-F1,R01,sensplus,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6,0.7272727272727273,0.018888314015215117,0.5878378378378378,0.8343735451515126,0.8275862068965517,0.6486486486486487,0.375,0.8275862068965517,24,3,5,13,45,37,8
PILOT-R05-R01-sensplus-physchem_small-logistic_regression_l2-F2,R01,sensplus,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.7941176470588235,0.10825317547305482,0.65625,0.9065982657047733,0.84375,0.75,0.375,0.84375,27,3,5,9,44,36,8
PILOT-R05-R01-sensplus-physchem_small-logistic_regression_l2-F3,R01,sensplus,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6136363636363636,0.7301587301587301,0.11001639366407491,0.673611111111111,0.9181655808517302,0.8518518518518519,0.6388888888888888,0.5,0.8518518518518519,23,4,4,13,44,36,8
PILOT-R05-R01-sensplus-physchem_small-logistic_regression_l2-F4,R01,sensplus,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7045454545454546,0.8059701492537313,0.21134098610290408,0.6493055555555556,0.9020380776703556,0.8709677419354839,0.75,0.5,0.8709677419354839,27,4,4,9,44,36,8
PILOT-R05-R02-sensplus-physchem_small-logistic_regression_l2-F1,R02,sensplus,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6444444444444445,0.7777777777777778,-0.10873970905021,0.42567567567567577,0.8294779343078871,0.8,0.7567567567567568,0.125,0.8,28,1,7,9,45,37,8
PILOT-R05-R02-sensplus-physchem_small-logistic_regression_l2-F2,R02,sensplus,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5454545454545454,0.6551724137931034,0.11785113019775792,0.6215277777777778,0.8937524527780164,0.8636363636363636,0.5277777777777778,0.625,0.8636363636363636,19,5,3,17,44,36,8
PILOT-R05-R02-sensplus-physchem_small-logistic_regression_l2-F3,R02,sensplus,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5454545454545454,0.6551724137931034,0.11785113019775792,0.5694444444444444,0.8652802916959088,0.8636363636363636,0.5277777777777778,0.625,0.8636363636363636,19,5,3,17,44,36,8
PILOT-R05-R02-sensplus-physchem_small-logistic_regression_l2-F4,R02,sensplus,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6136363636363636,0.7213114754098361,0.18385094394819754,0.6354166666666667,0.8961300615046814,0.88,0.6111111111111112,0.625,0.88,22,5,3,14,44,36,8
PILOT-R05-R03-sensplus-physchem_small-logistic_regression_l2-F1,R03,sensplus,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6444444444444445,0.7647058823529411,0.06417075008344739,0.6959459459459459,0.9226168090424574,0.8387096774193549,0.7027027027027027,0.375,0.8387096774193549,26,3,5,11,45,37,8
PILOT-R05-R03-sensplus-physchem_small-logistic_regression_l2-F2,R03,sensplus,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6590909090909091,0.7619047619047619,0.23103442669455732,0.6458333333333333,0.899700255078274,0.8888888888888888,0.6666666666666666,0.625,0.8888888888888888,24,5,3,12,44,36,8
PILOT-R05-R03-sensplus-physchem_small-logistic_regression_l2-F3,R03,sensplus,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6818181818181818,0.78125,0.25612535683274,0.7326388888888888,0.9118913073104463,0.8928571428571429,0.6944444444444444,0.625,0.8928571428571429,25,5,3,11,44,36,8
PILOT-R05-R03-sensplus-physchem_small-logistic_regression_l2-F4,R03,sensplus,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6363636363636364,0.7419354838709677,0.20701147597919425,0.6631944444444444,0.8900733729848843,0.8846153846153846,0.6388888888888888,0.625,0.8846153846153846,23,5,3,13,44,36,8
PILOT-R05-R04-sensplus-physchem_small-logistic_regression_l2-F1,R04,sensplus,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6,0.7,0.24288838077706526,0.6959459459459459,0.8896375987763043,0.9130434782608695,0.5675675675675675,0.75,0.9130434782608695,21,6,2,16,45,37,8
PILOT-R05-R04-sensplus-physchem_small-logistic_regression_l2-F2,R04,sensplus,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6590909090909091,0.7540983606557377,0.30281331944409007,0.7291666666666666,0.9206963273932087,0.92,0.6388888888888888,0.75,0.92,23,6,2,13,44,36,8
PILOT-R05-R04-sensplus-physchem_small-logistic_regression_l2-F3,R04,sensplus,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6136363636363636,0.7301587301587301,0.11001639366407491,0.6701388888888888,0.9091849784479322,0.8518518518518519,0.6388888888888888,0.5,0.8518518518518519,23,4,4,13,44,36,8
PILOT-R05-R04-sensplus-physchem_small-logistic_regression_l2-F4,R04,sensplus,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5681818181818182,0.6984126984126984,-0.011001639366407492,0.6041666666666667,0.9000898833636414,0.8148148148148148,0.6111111111111112,0.375,0.8148148148148148,22,3,5,14,44,36,8
PILOT-R05-R05-sensplus-physchem_small-logistic_regression_l2-F1,R05,sensplus,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6666666666666666,0.782608695652174,0.08834239581383843,0.6081081081081081,0.888877546782564,0.84375,0.7297297297297297,0.375,0.84375,27,3,5,10,45,37,8
PILOT-R05-R05-sensplus-physchem_small-logistic_regression_l2-F2,R05,sensplus,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6590909090909091,0.7540983606557377,0.30281331944409007,0.6666666666666666,0.8873703075778677,0.92,0.6388888888888888,0.75,0.92,23,6,2,13,44,36,8
PILOT-R05-R05-sensplus-physchem_small-logistic_regression_l2-F3,R05,sensplus,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6363636363636364,0.7419354838709677,0.20701147597919425,0.5833333333333333,0.8691814692280297,0.8846153846153846,0.6388888888888888,0.625,0.8846153846153846,23,5,3,13,44,36,8
PILOT-R05-R05-sensplus-physchem_small-logistic_regression_l2-F4,R05,sensplus,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6590909090909091,0.7692307692307693,0.15821481751152242,0.7256944444444444,0.9277756568284315,0.8620689655172413,0.6944444444444444,0.5,0.8620689655172413,25,4,4,11,44,36,8
PILOT-R05-R06-sensplus-physchem_small-logistic_regression_l2-F1,R06,sensplus,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5777777777777777,0.6984126984126984,0.073223199469733,0.5912162162162162,0.8905703012897119,0.8461538461538461,0.5945945945945946,0.5,0.8461538461538461,22,4,4,15,45,37,8
PILOT-R05-R06-sensplus-physchem_small-logistic_regression_l2-F2,R06,sensplus,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5909090909090909,0.7,0.1613743060919757,0.625,0.8861020426249517,0.875,0.5833333333333334,0.625,0.875,21,5,3,15,44,36,8
PILOT-R05-R06-sensplus-physchem_small-logistic_regression_l2-F3,R06,sensplus,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5227272727272727,0.631578947368421,0.09652341781316803,0.6354166666666667,0.8765738929625295,0.8571428571428571,0.5,0.625,0.8571428571428571,18,5,3,18,44,36,8
PILOT-R05-R06-sensplus-physchem_small-logistic_regression_l2-F4,R06,sensplus,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5681818181818182,0.6779661016949152,0.1394227146190205,0.7361111111111112,0.9112841396908811,0.8695652173913043,0.5555555555555556,0.625,0.8695652173913043,20,5,3,16,44,36,8
PILOT-R05-R07-sensplus-physchem_small-logistic_regression_l2-F1,R07,sensplus,1,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6666666666666666,0.7619047619047619,0.30858348347958914,0.7398648648648649,0.9056700378986169,0.9230769230769231,0.6486486486486487,0.75,0.9230769230769231,24,6,2,13,45,37,8
PILOT-R05-R07-sensplus-physchem_small-logistic_regression_l2-F2,R07,sensplus,2,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.7727272727272727,0.8571428571428571,0.3067859955389482,0.7256944444444444,0.9237335249027929,0.8823529411764706,0.8333333333333334,0.5,0.8823529411764706,30,4,4,6,44,36,8
PILOT-R05-R07-sensplus-physchem_small-logistic_regression_l2-F3,R07,sensplus,3,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.6136363636363636,0.7301587301587301,0.11001639366407491,0.5729166666666667,0.8731284408070914,0.8518518518518519,0.6388888888888888,0.5,0.8518518518518519,23,4,4,13,44,36,8
PILOT-R05-R07-sensplus-physchem_small-logistic_regression_l2-F4,R07,sensplus,4,physchem_small,15,logistic_regression_l2,probability,StandardScaler,balanced,0.5 for LogisticRegression probability; 0 for LinearSVC decision function,0.5227272727272727,0.6440677966101694,0.02144964840292623,0.59375,0.8793334744222926,0.8260869565217391,0.5277777777777778,0.5,0.8260869565217391,19,4,4,17,44,36,8
