model_key,analysis_branch,replicate,n_folds,accuracy_mean,accuracy_sd,f1_mean,f1_sd,mcc_mean,mcc_sd,auroc_mean,auroc_sd,auprc_mean,auprc_sd,precision_mean,precision_sd,sensitivity_mean,sensitivity_sd,specificity_mean,specificity_sd
random_forest,core_only,R05,4,0.8447410147991543,0.012717065095744549,0.9137381605736036,0.006319666902222411,0.22515470564219853,0.16681560931512907,0.757913046975547,0.09690708600942634,0.9390306667374795,0.02495772261550825,0.8515314804310834,0.01930406815115328,0.9862987987987988,0.015823752934202684,0.13839285714285715,0.11698359527996158
random_forest,core_only,R06,4,0.8621828752642706,0.032066891375912746,0.9237883077948035,0.01697848391651783,0.323790481645465,0.25424917733596286,0.8239204606392107,0.04713388658864182,0.9586527816519175,0.013207176177636013,0.8587209302325581,0.029622649308969747,1.0,0.0,0.17410714285714285,0.18115687849444287
random_forest,core_only,R07,4,0.8505549682875264,0.013422415180765104,0.9177154333008763,0.0073432930124306085,0.256007507321406,0.17113771764549024,0.8084194685757186,0.09887776213474447,0.9485418584709437,0.03720969844663897,0.8480066445182725,0.01254125321473542,1.0,0.0,0.10267857142857142,0.0689680370610504
random_forest,core_only,R08,4,0.8331131078224101,0.023990474031260818,0.907141286151113,0.013965081149566834,0.18314339016063225,0.19497321698750245,0.655261288073788,0.12895245784679646,0.9012606453030422,0.05893573576375781,0.8452519379844962,0.01239249789050242,0.9791666666666666,0.02659519743767607,0.10267857142857142,0.0689680370610504
random_forest,core_only,R09,4,0.8450052854122622,0.02011873044810981,0.9132394642887648,0.011704493888653003,0.2767810478669799,0.09917812282661706,0.7721086041398542,0.04474534049493101,0.9365379345935197,0.016283315240261317,0.8556547619047619,0.017096912638506018,0.9793543543543544,0.013768313016495412,0.17410714285714285,0.07487943824648288
random_forest,core_only,R10,4,0.8332452431289641,0.047612735089200636,0.9072446540800971,0.026764800315052604,0.17058623419150493,0.3013326291595767,0.7352832743457743,0.1359522319165245,0.9309039301753484,0.04694790503207388,0.8453292547875645,0.029726315727809483,0.9791666666666666,0.02659519743767607,0.10714285714285714,0.13677530110804828
random_forest,sensplus,R01,4,0.8305555555555555,0.04702939618689039,0.9045630529807744,0.02627787416110437,0.2440525969305014,0.2824253197127382,0.7017642642642642,0.054714059490704486,0.9045364451211442,0.007003035277440758,0.8404977986656943,0.028231735426194556,0.9793543543543544,0.026532427998607052,0.15625,0.15728821740147395
random_forest,sensplus,R02,4,0.8248737373737374,0.028400952818665455,0.9016471924699773,0.015514995053740176,0.18820100892562613,0.21849485056475,0.7445335960960962,0.05848192818279551,0.9260769418502057,0.025587173989859813,0.8354097452934662,0.017703568415003486,0.9793543543543544,0.013768313016495412,0.125,0.10206207261596575
random_forest,sensplus,R03,4,0.8361111111111111,0.03902638686252828,0.9086802828364009,0.02086833904019938,0.20653571462705175,0.2994004464686418,0.8061303490990992,0.08918118596159451,0.942522122280791,0.03436188593118387,0.8377732944877018,0.029343693808437994,0.9930555555555556,0.013888888888888895,0.125,0.1767766952966369
random_forest,sensplus,R04,4,0.8417929292929294,0.0017676767676767513,0.9113639915327678,0.0018330581330934367,0.3278124712686431,0.008159240424369447,0.7223277965465466,0.03512406745071468,0.9143210383197705,0.012088934414463242,0.8422465580364049,0.007805339260425885,0.9930555555555556,0.013888888888888895,0.15625,0.0625
random_forest,sensplus,R05,4,0.8303030303030303,0.03052945709031803,0.9049760629665693,0.01689374529743846,0.22385916846718446,0.2286854453151214,0.7080400713213213,0.08243710646371022,0.9113419608155143,0.017288858802527264,0.8362403100775194,0.019086933724411042,0.9861111111111112,0.016037507477489613,0.125,0.10206207261596575
random_forest,sensplus,R06,4,0.8304292929292929,0.014215624186906613,0.9056677890011223,0.006796381529608351,0.16606331146348546,0.19186224715635444,0.7634783220720721,0.019220408077337707,0.9263088618156012,0.010993176342490994,0.8327328159645233,0.017589772865837832,0.9930555555555556,0.013888888888888895,0.09375,0.11967838846954226
random_forest,sensplus,R07,4,0.8476010101010101,0.027301939088124047,0.9150721923954404,0.013980800679453762,0.30520392024440873,0.23521117216528395,0.7571204016516516,0.07956552735358682,0.9250194211760857,0.034098983517092,0.8436724018402975,0.023981860681486892,1.0,0.0,0.15625,0.15728821740147395
random_forest,sensplus,R08,4,0.8190656565656566,0.027301939088124075,0.8992811376777621,0.015274175583451692,0.12598340522313972,0.22848299929500532,0.6367539414414414,0.14436140415542625,0.8841193406493089,0.06672408701453879,0.8265063424947146,0.01457327238790936,0.9861111111111112,0.016037507477489613,0.0625,0.07216878364870322
random_forest,sensplus,R09,4,0.8304292929292929,0.014215624186906613,0.904286347879508,0.009574172545054445,0.2721514560403065,0.06822048083936236,0.7503871058558558,0.03378283609973079,0.9248531103107116,0.023497499322755917,0.8403629316420014,0.007130498036097643,0.9791666666666666,0.02659519743767607,0.15625,0.0625
random_forest,sensplus,R10,4,0.8246212121212121,0.03528221521877282,0.9021360759493671,0.019358839353432397,0.16088189586100127,0.27481595144739224,0.7210843656156156,0.16653682508275636,0.9207094226819286,0.0568912498822499,0.8313953488372093,0.022265746692007853,0.9861111111111112,0.016037507477489613,0.09375,0.11967838846954226
